Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT3G04790,AT3G04790.1,21,13,1161.22,0.318061198,1.305156243,WT cold,fum2 cold,"Ribose 5-phosphate isomerase, type A protein | chr3:1313365-1314195 FORWARD LENGTH=276",1592380.776,1683321.737,1182588.157,1476205.862,2579627.335,2564593.266,1996314.415,2089938.359,595808.9068,924499.6494,828775.1285,935756.5379,999201.0023,1009498.424,954495.6564,991470.5526,1483624.133,108928.4283,2307618.344,153926.3119,821210.0556,78873.60405,988666.4088,11973.77015,0.004720592,1.555392833,0.080583709,1.203914153,0.000141094,2.334071759,0.002642063,1.806631717,0.004031787,0.666386039,TRUE
AT1G48350,AT1G48350.1,9,3,267.17,0.158848166,1.427985249,fum2 control,WT control,Ribosomal L18p/L5e family protein | chr1:17867269-17868215 FORWARD LENGTH=170,63929.51602,91853.75792,81889.63102,62869.38885,144633.3301,122550.6952,144226.8611,137163.0334,78257.11509,53453.60128,43851.21127,56304.58459,61191.46876,75276.49163,69273.92998,77177.93081,75135.57345,7077.84097,137143.4799,5157.69566,57966.62806,7269.105024,70729.95529,3598.033213,0.000398022,1.825280272,0.166640924,1.220184055,4.23985E-05,1.93897309,0.141548768,1.296186719,0.599041429,0.941364417,TRUE
AT2G19730,AT2G19730.1,8,4,332.93,0.48528179,1.398348438,fum2 control,fum2 cold,Ribosomal L28e protein family | chr2:8511752-8512995 FORWARD LENGTH=143,102113.1146,212371.0847,204582.2009,200995.9877,269900.294,240270.6667,295686.325,254376.4058,91685.26371,176084.0587,102577.8405,124244.6723,132682.2236,132530.9067,161854.042,108997.2882,180015.597,26075.80162,265058.4229,11867.49921,123647.9588,18742.69726,134016.1151,10820.03151,0.025009158,1.472419209,0.648840032,1.083852224,0.000182293,1.977810076,0.129736429,1.455871967,0.154358614,0.744469465,TRUE
AT5G65220,AT5G65220.1,10,7,537.45,0.011667107,1.452703091,fum2 control,WT cold,Ribosomal L29 family protein  | chr5:26061301-26062506 FORWARD LENGTH=173,235365.5691,253501.1904,386664.8239,225253.1574,391635.9766,352474.9338,322292.4171,384180.1844,205017.7801,187363.1303,229456.6392,183193.1133,238222.4716,200799.2524,225723.7563,243744.6606,275196.1852,37612.846,362645.878,15905.97915,201257.6657,10522.6214,227122.5352,9549.761944,0.076004294,1.317772184,0.118589019,1.128516196,0.00033574,1.596697032,0.107191729,1.367382376,0.261677958,0.82531135,FALSE
AT4G01310,AT4G01310.1,23,15,970.33,0.379699579,1.196999967,WT cold,WT control,Ribosomal L5P family protein | chr4:544166-545480 REVERSE LENGTH=262,306112.6011,494765.061,457302.7553,415954.5105,758659.6219,710737.7491,717745.0553,697544.0835,181270.4916,275698.9038,337002.8467,271360.0384,334594.8927,371284.2804,394888.8889,345070.5143,418533.732,40783.38687,721171.6275,13178.95348,266333.0701,32071.33824,361459.6441,13553.46307,0.000403963,1.72309081,0.034089183,1.357171469,1.36216E-06,1.995164991,0.026166679,1.57146738,0.232451592,0.863633243,TRUE
AT1G43170,AT1G43170.1;AT1G43170.4,25,9,898.6,0.490107777,1.260979769,fum2 cold,WT control,ribosomal protein 1 | chr1:16266992-16268631 FORWARD LENGTH=389,169605.5099,311925.7846,271792.3924,279174.3406,393971.1203,466220.2065,488306.8745,407384.2425,110382.4849,194765.266,135783.9236,200793.9785,210281.6689,261228.2042,318925.6845,261572.0928,258124.5069,30768.07992,438970.6109,22728.94666,160431.4133,22211.75381,263001.9126,22196.25115,0.003232354,1.700615785,0.017110041,1.639341743,0.001460943,1.669077637,0.042084817,1.60893993,0.901906818,1.018895555,TRUE
AT2G37270,AT2G37270.1,10,6,489.99,0.263566773,1.922444346,fum2 cold,WT cold,ribosomal protein 5B | chr2:15647883-15649042 REVERSE LENGTH=207,22979.49543,41623.95438,48414.44246,14655.67853,41596.51132,30265.50382,27974.19789,36797.91424,4086.558921,19118.60865,15830.55113,24367.35847,26743.46341,33989.16735,46233.25049,41691.95817,31918.3927,7875.18661,34158.53182,3104.98969,15850.76929,4297.364694,37164.45986,4295.548607,0.800150797,1.070183331,0.012705519,2.344647075,0.591196486,0.91911821,0.123484514,2.013680983,0.57998486,1.164358751,TRUE
AT1G25260,AT1G25260.1,6,3,69.56,0.001872446,4.225022938,WT cold,WT control,Ribosomal protein L10 family protein | chr1:8854163-8855766 REVERSE LENGTH=235,936.815531,3641.249616,4706.805351,2168.412303,12308.67053,18201.04725,21594.34409,16837.87299,5939.619772,1466.247615,1911.677672,1126.830182,9113.163143,8128.528137,11557.33021,7108.851755,2863.3207,826.5353846,17235.48372,1922.748881,2611.09381,1121.085015,8976.968312,952.4760179,0.000469775,6.019403873,0.004942765,3.438010644,0.008471712,1.919967089,0.86226024,1.096598172,0.002857824,3.135159925,TRUE
AT5G13510,AT5G13510.1,12,7,758.8,0.310921258,1.409892831,WT cold,fum2 cold,Ribosomal protein L10 family protein | chr5:4341294-4341956 FORWARD LENGTH=220,267852.0133,373730.5339,433730.7469,498389.238,890296.6455,717710.4497,655149.4866,688161.927,96318.80321,242660.9742,287112.9334,226631.3606,284804.4719,293813.6078,303601.0359,291582.3466,393425.633,48988.5118,737829.6272,52403.76822,213181.0179,41000.69603,293450.3655,3888.112491,0.002997667,1.875397954,0.099194771,1.376531403,0.000149338,2.514325126,0.030293665,1.845500303,0.088126058,0.745885222,TRUE
AT3G27830,AT3G27830.1,8,3,383.69,0.154924916,1.265369474,WT cold,fum2 cold,ribosomal protein L12-A | chr3:10318576-10319151 FORWARD LENGTH=191,1264138.8,1984171.344,2183296.168,1807052.594,3682307.447,2973370.677,2903980.314,3513465.725,1014031.907,1247279.366,1169816.896,1154722.622,1364444.66,1572708.929,1577292.662,1272535.451,1809664.726,197412.0845,3268281.041,193911.6072,1146462.698,48576.0227,1446745.425,76393.67149,0.001881199,1.806014669,0.01606512,1.261921062,0.000124163,2.259057456,0.017201918,1.578476761,0.137265598,0.799454951,TRUE
AT1G78630,AT1G78630.1,7,4,295.2,0.104147583,1.357583274,WT control,fum2 cold,Ribosomal protein L13 family protein | chr1:29575997-29577406 FORWARD LENGTH=241,39219.97661,73965.75822,85270.75855,72797.17424,71405.86923,83746.28526,67624.56622,65209.18731,31224.03789,26295.32502,53149.83412,38840.66697,49077.09456,31403.79166,44400.00536,35093.54538,67813.41691,9937.440758,71996.47701,4118.937129,37377.466,5856.528263,39993.60924,4079.640755,0.710804906,1.061684845,0.726540408,1.069992525,0.001486549,1.800199541,0.038611682,1.814286097,0.041225582,0.589759535,FALSE
AT3G07110,AT3G07110.1,12,3,386.26,0.213007213,1.40479453,WT cold,WT control,Ribosomal protein L13 family protein | chr3:2252092-2253332 FORWARD LENGTH=206,54580.36498,86473.14748,98722.85245,74859.58473,177748.2073,173378.5293,177454.0389,105945.3751,37651.30988,58072.14911,47874.17058,45788.21118,73356.61142,65247.30382,74458.96007,59946.11439,78658.98741,9388.979786,158631.5377,17590.33612,47346.46019,4200.624562,68252.24742,3447.213196,0.007031882,2.016699463,0.008487474,1.441549107,0.002351949,2.32419508,0.022678992,1.661348855,0.338213841,0.867698017,TRUE
AT5G48760,AT5G48760.1,10,3,227.64,6.62E-05,1.497164492,WT cold,fum2 cold,Ribosomal protein L13 family protein | chr5:19771315-19772686 REVERSE LENGTH=206,20498.77611,19355.94316,26930.42574,23602.4758,48802.88251,48344.68531,46847.99791,46565.23226,11238.88079,11607.86811,13477.05668,12493.44352,15456.68562,17417.10452,19207.08496,19148.02312,22596.9052,1700.405667,47640.1995,550.0962027,12204.31228,499.2727045,17807.22455,886.6875084,8.23811E-06,2.10826213,0.001506332,1.459092831,1.21243E-07,2.675329856,0.001087203,1.851550886,0.046678922,0.788038202,TRUE
AT5G23900,AT5G23900.1,14,4,273,0.068500242,1.516867789,WT cold,WT control,Ribosomal protein L13e family protein | chr5:8064176-8065081 REVERSE LENGTH=206,8451.357203,12398.02994,14378.71097,11701.12829,24618.98823,27036.3168,22480.35987,28055.3889,6605.05711,10457.8908,8141.551522,6915.39286,13756.56727,9994.426411,14438.10328,10958.44556,11732.3066,1231.944422,25547.76345,1250.851863,8029.973074,874.63844,12286.88563,1072.684474,0.000222941,2.177556751,0.021783851,1.530127874,0.000196877,2.079270876,0.049757582,1.461064252,0.745799602,1.047269394,TRUE
AT4G27090,AT4G27090.1,15,4,523.22,0.351156348,1.199536734,fum2 cold,WT control,Ribosomal protein L14 | chr4:13594104-13595187 REVERSE LENGTH=134,81529.97563,78381.92167,90161.34571,74524.24674,108826.1246,125316.9869,132479.1287,125393.6193,53702.70236,41199.15979,66156.20595,53745.18093,56196.80434,63273.49014,122492.3664,77512.06325,81149.37243,3328.057434,123003.9649,5015.396324,53700.81226,5094.360597,79868.68104,14883.1289,0.000439043,1.515772226,0.147276398,1.48729,0.033445796,1.540077578,0.004057126,1.511138641,0.935807289,0.984218099,TRUE
ATCG00780,ATCG00780.1,10,6,495.46,0.141842639,1.323303597,fum2 control,WT cold,ribosomal protein L14 | chrC:80696-81064 REVERSE LENGTH=122,210898.8505,266204.6152,365012.9728,314202.7318,274768.3546,456138.7238,449387.694,449845.5192,214224.3252,207881.1296,186938.787,196842.7053,240554.1669,238792.136,256548.2945,260511.6207,289079.7926,32955.20112,407535.0729,44282.36305,201471.7368,6030.086985,249101.5545,5515.02109,0.075527083,1.409766727,0.001122338,1.236409427,0.012066612,1.63601979,0.039853301,1.434840426,0.276642288,0.861705179,TRUE
AT1G04480,AT1G04480.1,11,8,422.32,0.008326529,1.677057155,WT cold,WT control,Ribosomal protein L14p/L23e family protein | chr1:1216110-1217257 FORWARD LENGTH=140,125817.1807,160557.807,188678.6244,161579.1207,351307.1669,403845.8108,422203.2765,365873.5463,79557.65387,136827.2235,120130.3453,91265.5902,224287.0808,164422.5744,222957.2395,159988.2367,159158.1832,12880.53694,385807.4501,16425.76406,106945.2032,13110.78193,192913.7828,17754.65587,3.61541E-05,2.424050353,0.008029028,1.80385634,0.000207036,1.999895728,0.029534033,1.488221803,0.174750019,1.21208837,TRUE
AT3G25920,AT3G25920.1,19,9,761.55,0.419723744,1.272921687,WT cold,fum2 cold,ribosomal protein L15 | chr3:9491268-9492558 REVERSE LENGTH=277,281904.1554,287923.6076,361033.2841,405157.4087,691478.1332,717020.9487,540275.3381,426508.7273,212121.5434,199146.5366,174111.7097,184695.2221,254370.3312,247376.6573,263853.0574,280260.81,334004.6139,29764.61287,593820.7868,68053.70279,192518.753,8307.746313,261465.214,7116.887283,0.012859401,1.777881987,0.000743911,1.358128546,0.002830775,2.271127305,0.003776516,1.734919891,0.05549892,0.782819168,TRUE
ATCG00790,ATCG00790.1,9,5,232.72,0.009599714,1.802047338,fum2 control,WT cold,ribosomal protein L16 | chrC:81189-82652 REVERSE LENGTH=135,70466.66064,122636.29,144728.461,73915.89323,97834.70808,108029.4203,125195.6395,97900.47465,51292.74624,69229.56734,92658.23772,82409.51043,75504.70382,72714.64737,98829.37743,92384.19845,102936.8262,18328.33829,107240.0606,6446.668539,73897.51543,8931.144427,84858.23177,6369.119593,0.8320606,1.041804615,0.356277213,1.148323205,0.048472532,1.263755541,0.204229501,1.39296735,0.387435903,0.824371946,FALSE
AT1G14320,AT1G14320.1;AT1G14320.2;AT1G26910.1,17,5,355.44,0.118454169,2.014826026,WT cold,fum2 control,Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=220,108940.7608,137400.5426,127862.982,161204.1849,324476.2663,319135.4005,371627.8028,287314.1789,9709.248141,85808.92752,80857.17096,67805.98438,147337.9732,123406.721,159961.7339,109005.5535,133852.1176,10867.27637,325638.4121,17386.32281,61045.33275,17528.17863,134927.9954,11494.23177,8.46555E-05,2.432822267,0.012445832,2.210291751,9.58871E-05,2.413423628,0.012363861,2.192667507,0.94798346,1.00803781,TRUE
AT3G54210,AT3G54210.1,8,3,149.71,0.568206397,1.235662281,WT cold,fum2 cold,Ribosomal protein L17 family protein | chr3:20067672-20068385 REVERSE LENGTH=211,40599.56719,69598.75446,71999.29618,65205.73883,93769.6324,99681.06539,120340.0691,91587.61503,12841.64848,36051.36558,35089.17453,40994.94259,43116.6948,47825.30959,42009.65794,48852.15465,61850.83916,7222.033898,101344.5955,6558.544569,31244.28279,6269.127753,45450.95425,1695.50914,0.006739044,1.638532263,0.071316206,1.454696673,0.000171344,2.229757266,0.0185915,1.97958902,0.069076063,0.734847819,TRUE
AT1G23290,AT1G23290.1,5,3,216.26,0.121706433,1.995054003,fum2 control,fum2 cold,Ribosomal protein L18e/L15 superfamily protein | chr1:8263007-8263447 FORWARD LENGTH=146,29648.90574,48066.5856,43218.4059,41571.55033,65995.84862,53720.71731,70109.81523,41732.80926,71901.33854,31090.48625,24178.48208,28862.13239,42953.69753,22696.36901,30045.59902,21021.51828,40626.36189,3910.174184,57889.79761,6412.659334,39008.10981,11058.60139,29179.29596,4992.179701,0.061227003,1.424931865,0.448823872,0.748031527,0.012325262,1.983934009,0.89478265,1.041485017,0.121081002,0.718235515,FALSE
AT4G17560,AT4G17560.1,10,3,329.64,0.000310294,1.85706956,fum2 control,WT cold,Ribosomal protein L19 family protein | chr4:9780343-9781752 FORWARD LENGTH=225,55405.67933,74863.62988,75761.53619,61932.99288,83101.7153,85085.17454,80382.90152,91719.33179,43636.12347,60080.85707,64666.71084,72121.67966,69400.81691,57696.49938,64190.27238,55920.92042,66990.95957,4989.185783,85072.28079,2416.210178,60126.34276,6030.702356,61802.12727,3094.18939,0.017211384,1.269906885,0.812970282,1.027871054,0.001028003,1.37652674,0.414194111,1.114169871,0.410795072,0.922544291,TRUE
AT5G47190,AT5G47190.1,9,3,323.39,0.098349131,1.697574678,WT cold,WT control,Ribosomal protein L19 family protein | chr5:19164432-19166064 REVERSE LENGTH=229,83088.78134,96423.82422,131121.6339,138583.7585,336166.4108,259186.1137,250907.9174,248982.7185,31560.4811,95668.28299,86996.06732,74076.92643,128434.863,123533.9684,138490.9876,111700.166,112304.4995,13386.6788,273810.7901,20902.70976,72075.43946,14214.76698,125539.9963,5565.320285,0.000627807,2.438110596,0.012789959,1.741786067,0.000474463,2.181064189,0.08502269,1.558152129,0.396467866,1.117853664,TRUE
AT1G02780,AT1G02780.1,12,3,495.99,0.761388997,1.147406352,WT cold,WT control,Ribosomal protein L19e family protein | chr1:608120-609391 REVERSE LENGTH=214,273227.1845,484558.573,490622.3044,399145.3772,514995.3059,594751.9466,931134.2314,701561.9268,131603.36,265305.1979,261337.1956,256361.9609,394882.9254,309840.5226,429364.4815,328892.5146,411888.3598,50719.24277,685610.8527,90324.03328,228651.9286,32401.20804,365745.111,27958.11362,0.038418685,1.664555058,0.018520142,1.599571511,0.014803621,1.874559172,0.022670456,1.801377151,0.45595931,0.887971467,TRUE
AT1G08360,AT1G08360.1,12,4,292.98,0.154101765,1.374992878,fum2 cold,WT control,Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216,33521.70378,39421.42238,42835.56494,44796.88515,66784.62569,65269.77339,47141.41224,53717.13513,24193.76228,15008.50629,32021.90946,22362.05502,56334.40046,31290.921,53627.94576,37560.05581,40143.89406,2471.01173,58228.23661,4708.704222,23396.55826,3493.587343,44703.33076,6095.419372,0.014481814,1.450488,0.023017071,1.910679778,0.12961981,1.302548057,0.007858687,1.715803393,0.514099586,1.11357734,TRUE
AT3G63490,AT3G63490.1;AT3G63490.2,26,11,979.87,0.426964385,1.220811794,WT cold,WT control,Ribosomal protein L1p/L10e family | chr3:23444269-23446020 FORWARD LENGTH=346,272244.1639,377853.041,360191.5979,293492.8264,612898.5449,601287.4643,431441.6001,638322.3109,143567.9684,213733.899,256175.0267,233388.4593,362789.1783,288901.9611,333686.3226,290302.7922,325945.4073,25501.95671,570987.48,47153.70122,211716.3384,24314.82174,318920.0636,17941.05239,0.003806483,1.751788696,0.01210497,1.506355466,0.002461558,1.790378045,0.017645892,1.539538279,0.829215227,0.978446256,TRUE
ATCG00830,ATCG00830.1,11,8,552.27,0.016148915,1.434191719,fum2 control,fum2 cold,ribosomal protein L2 | chrC:84337-85843 REVERSE LENGTH=274,308169.8261,440434.7027,399444.2262,331736.4695,515062.2507,506542.76,452109.5763,553932.9386,268425.6543,242943.1708,229831.6946,238665.4248,264254.0728,239225.9062,269032.4795,239515.0974,369946.3061,30434.44657,506911.8814,20977.83997,244966.4861,8282.469772,253006.889,7933.382124,0.010024118,1.370230958,0.509529759,1.032822461,2.84324E-05,2.003549719,0.007431173,1.510191504,0.009874615,0.683901649,TRUE
ATCG00660,ATCG00660.1,5,3,95.6,0.978575196,1.10832781,fum2 control,fum2 cold,ribosomal protein L20 | chrC:68512-68865 REVERSE LENGTH=117,12481.90651,15474.30108,18104.37562,21958.03568,19823.91795,33637.48088,26240.70284,22111.79519,7064.095417,13228.02975,10150.20872,8777.105818,13585.91952,13799.63209,14906.2078,10637.23926,17004.65472,2011.272454,25453.47422,3033.925077,9804.859927,1304.013869,13232.24967,912.1047094,0.059361421,1.49685334,0.074716926,1.349560296,0.008385329,1.92359386,0.02389529,1.734308787,0.138465686,0.778154563,FALSE
AT1G35680,AT1G35680.1,7,4,313.74,0.225024945,1.402848299,fum2 cold,WT cold,Ribosomal protein L21 | chr1:13208777-13210246 FORWARD LENGTH=220,42105.43517,110542.0183,92150.12446,60410.56016,94914.11881,86665.89265,75431.48087,118498.0981,48109.17011,48355.22755,42416.06566,49542.93881,61054.90814,70764.49155,93415.39461,71594.55025,76302.03453,15398.82249,93877.3976,9126.478558,47105.85053,1594.288621,74207.33614,6835.054873,0.3640895,1.230339377,0.008348529,1.575331627,0.135266278,1.265068961,0.108262741,1.619799529,0.905113112,0.97254728,TRUE
ATCG00810,ATCG00810.1,8,5,186.33,0.101224295,1.479387611,fum2 cold,WT control,ribosomal protein L22 | chrC:83467-83949 REVERSE LENGTH=160,37224.35344,56815.57663,33281.68356,42496.58865,103900.1683,81893.37019,55483.14232,96225.74091,26893.65219,28652.29943,28913.81924,30691.45394,47104.36699,47119.23147,59783.82561,50344.22416,42454.55057,5145.688227,84375.60543,10655.86765,28787.8062,777.0636782,51087.91206,2997.096388,0.012179771,1.987433722,0.000362647,1.774637209,0.023786235,1.651576705,0.039259663,1.474740738,0.197297346,1.203355385,TRUE
AT1G27400,AT1G27400.1;AT1G67430.1;AT1G67430.2,9,3,211.88,0.472007124,2.134552296,fum2 cold,WT control,Ribosomal protein L22p/L17e family protein | chr1:9515230-9516725 FORWARD LENGTH=176,17122.94846,27983.5536,58007.02939,22998.96516,80125.12846,45593.8473,40383.87069,55946.96781,33707.4018,27537.67948,14878.66454,32018.88518,111604.6403,20790.1155,22732.8207,53834.63019,31528.12415,9101.062404,55512.45356,8818.660792,27035.65775,4256.262387,52240.55166,21186.61571,0.107265698,1.760728082,0.287728341,1.932283363,0.891293314,1.062631458,0.670463278,1.166168193,0.403656277,1.656950836,FALSE
AT4G16720,AT4G16720.1,8,4,378.59,0.023011273,1.726762373,WT cold,WT control,Ribosomal protein L23/L15e family protein | chr4:9400156-9401315 REVERSE LENGTH=204,63653.81664,109176.0161,123694.6883,118979.5019,227725.3382,305659.0236,279959.3123,220834.7241,52013.24241,85438.14278,77356.52557,59751.41092,108829.5427,82677.48134,113562.2569,77002.10055,103876.0057,13744.12111,258544.5995,20514.67047,68639.83042,7711.52548,95517.84537,9176.554488,0.00076882,2.48897325,0.066132794,1.391580439,0.000348755,2.7067675,0.066727819,1.513348811,0.631066118,0.919537141,TRUE
AT2G39460,AT2G39460.1,15,8,367.21,0.01555676,1.602128355,WT cold,WT control,ribosomal protein L23AA | chr2:16475049-16475904 FORWARD LENGTH=154,280442.631,250662.8988,464261.9826,445644.3583,839644.0509,800181.3047,740118.3875,943017.1585,253626.7068,251119.7517,243697.8654,220750.1052,439779.9304,378559.7311,470828.9109,377326.1862,360252.9677,55143.17563,830740.2254,42653.20713,242298.6073,7485.732495,416623.6896,23215.61294,0.000515993,2.305991345,0.000378351,1.719463823,0.000142519,1.99398221,0.078325085,1.486814025,0.382477405,1.156475385,TRUE
AT2G43030,AT2G43030.1,21,10,841.94,0.071075463,1.320022033,fum2 control,WT cold,Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271,146302.3599,169766.6344,168833.9577,125628.7709,212805.0653,205741.1161,170575.7958,237316.0325,110624.894,109077.0004,106697.1336,86058.09705,135152.1532,132305.2874,152677.812,151091.1277,152632.9307,10509.27308,206609.5024,13785.43342,103114.2812,5742.484748,142806.5951,5283.167844,0.020747241,1.353636476,0.002250529,1.384935174,0.004973085,1.446778437,0.006113551,1.480230758,0.435492403,0.93562113,TRUE
AT2G44120,AT2G44120.2,16,5,563.48,0.79273367,1.236815231,fum2 control,fum2 cold,Ribosomal protein L30/L7 family protein | chr2:18249227-18250417 REVERSE LENGTH=247,5352.112873,13455.42834,16199.71016,9380.545495,16022.58574,10475.15451,26595.18956,14809.25868,6742.308862,5557.381246,11308.63426,5281.947863,8858.693466,5907.241767,10486.60982,8394.51528,11096.94922,2372.582618,16975.54712,3420.447897,7222.568059,1398.375242,8411.765084,947.7016173,0.207599035,1.529749014,0.507834506,1.164650165,0.052373712,2.018071945,0.209110815,1.536427089,0.333729378,0.758025014,FALSE
AT1G75350,AT1G75350.1,10,5,503.92,0.00076318,1.724220576,WT control,WT cold,Ribosomal protein L31 | chr1:28272163-28272687 FORWARD LENGTH=144,59560.14874,112519.7815,95072.20228,75882.31576,67875.49685,82017.11621,75808.03596,60750.27605,34186.43159,32068.46718,47981.0699,53810.39992,41292.42916,40493.01487,43603.59183,38171.43911,85758.61208,11499.28934,71612.73127,4635.116521,42011.59215,5283.191913,40890.11874,1120.777271,0.297373875,0.835050026,0.842370284,0.97330562,0.000661862,1.751345642,0.013517901,2.041308308,0.008138164,0.47680481,FALSE
AT1G07320,AT1G07320.1,12,6,607.11,0.677786436,1.270018858,WT cold,WT control,ribosomal protein L4 | chr1:2249190-2250189 FORWARD LENGTH=282,156678.8755,212475.7466,200068.6278,178645.2696,373181.9661,339977.93,301873.8177,352069.9769,32960.18757,133688.1958,134712.2662,140728.7106,157773.9092,165631.096,164038.8468,156296.6775,186967.1299,12277.92901,341775.9227,14965.84411,110522.34,25900.64625,160935.1324,2294.807793,0.000203855,1.82800005,0.100609658,1.456132148,2.08651E-05,2.123687461,0.037175973,1.691668217,0.082262734,0.860766983,TRUE
AT3G09630,AT3G09630.1,32,4,1157.91,0.002178,1.621474316,WT cold,WT control,Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406,114758.336,103515.0868,146602.6536,105605.8317,244991.4139,275804.8643,274610.3981,308353.2007,71602.52025,93914.12066,90334.44213,74746.51423,139177.5336,119639.4538,165709.7323,121899.9386,117620.477,9964.403914,275939.9693,12942.87662,82649.39932,5556.09995,136606.6646,10637.08901,6.91921E-05,2.346019811,0.004120758,1.65284522,0.000163912,2.019959788,0.022074961,1.423125613,0.240460315,1.161419066,TRUE
AT5G02870,AT5G02870.1,29,5,1043.66,0.262600055,1.51175119,WT cold,WT control,Ribosomal protein L4/L1 family | chr5:657830-659526 FORWARD LENGTH=407,50679.03469,63654.42889,79409.16302,79607.62799,106682.3968,157785.454,209914.9161,128317.3217,30395.64196,57693.52045,56022.2621,34561.95761,77317.83868,47945.36522,85844.37257,46894.18669,68337.56365,6972.266842,150675.0221,22351.62397,44668.34553,7097.040152,64500.44079,10016.23608,0.012570052,2.204863827,0.157317524,1.443985445,0.01254444,2.33603089,0.054836887,1.529887952,0.763851468,0.943850459,TRUE
AT1G33120,AT1G33120.1,21,10,1064.5,0.022998422,1.492195889,WT cold,WT control,Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,284649.5494,426109.524,442834.9841,406774.7998,813210.1293,952520.7617,847096.5805,742922.7846,233615.3627,288040.0385,257732.2486,240678.5302,399394.4402,321658.7557,438947.5183,308686.2024,390092.2143,35911.36147,838937.564,43635.27922,255016.545,12115.81419,367171.7291,31201.03444,0.000211783,2.150613453,0.015403485,1.439795717,0.000119882,2.284864268,0.01186987,1.529674141,0.647016055,0.941243418,TRUE
AT1G05190,AT1G05190.1,20,9,769.92,0.66988172,1.200603384,fum2 control,WT cold,Ribosomal protein L6 family | chr1:1502515-1503738 REVERSE LENGTH=223,172234.2288,247239.9253,271216.3102,296931.6971,129502.1947,345659.164,410082.0891,353422.8091,91298.8668,145576.9785,158325.2509,162741.81,175094.7509,190191.1337,216411.8086,189040.5625,246905.5403,26878.65707,309666.5642,61747.16854,139485.7266,16469.28935,192684.5639,8621.09623,0.387326228,1.254190424,0.028733716,1.381392696,0.109711462,1.607116616,0.014359832,1.770113304,0.103142492,0.780397895,TRUE
AT1G18540,AT1G18540.1,20,4,772.21,0.248884823,1.506445693,fum2 cold,WT control,Ribosomal protein L6 family protein | chr1:6377448-6378548 REVERSE LENGTH=233,31491.58202,29676.38138,37536.28999,27101.83231,62266.83449,29135.03639,31879.71527,62224.18679,18560.63663,18929.96145,23310.82404,15609.77453,53747.9935,26768.68078,44203.66564,28287.91507,31451.52142,2219.176478,46376.44324,9179.128234,19102.79916,1587.254116,38252.06375,6498.062193,0.165090501,1.474537356,0.028698059,2.002432388,0.497227347,1.212390619,0.003992026,1.646435224,0.360228651,1.216223,TRUE
AT2G32060,AT2G32060.1,10,3,242.04,0.031742486,2.405700006,WT cold,WT control,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr2:13639228-13640104 REVERSE LENGTH=144,1715.615959,5899.67704,9435.24771,7970.810724,21265.83415,24856.42751,27583.61739,12252.165,7029.81813,3326.603005,7745.968602,5794.167465,12425.85845,8172.4698,11226.22604,8738.34554,6255.337858,1678.05054,21489.51101,3339.821003,5974.1393,970.2093916,10140.72496,1009.985316,0.00653268,3.435387744,0.024793692,1.697436977,0.017410535,2.119129658,0.889404763,1.0470693,0.09452393,1.621131454,TRUE
AT2G47610,AT2G47610.1,17,3,645.56,0.206106197,1.620436236,fum2 cold,fum2 control,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr2:19529854-19531401 FORWARD LENGTH=257,15798.89191,8702.517825,13332.96362,10818.88989,8934.318886,14720.88733,23086.26741,28665.53176,3859.740462,4949.741083,7658.092529,4633.933429,13804.36823,10992.91842,12475.11081,12081.92985,12163.31581,1537.587214,18851.75135,4374.746816,5275.376876,826.5817517,12338.58183,580.5062567,0.199290608,1.549885873,0.00042584,2.338900541,0.190432839,1.527870189,0.007574938,2.30567713,0.918550373,1.014409394,TRUE
